Gene_ID,C1:fpkm,C2:fpkm,C3:fpkm,L1:fpkm,L2:fpkm,L3:fpkm,H1:fpkm,H2:fpkm,H3:fpkm,Chromosome,Start Site,End Site,Direction,Length,Name,GO,KEGG,UniProtID,Description
Gene11458,45.78233393,46.15114344,38.74840652,34.15661939,39.50135512,33.44220273,47.64806981,38.20334508,40.40418069,BDRX01000137.1,31439,32427,-,657,Rsub_11458,-,-,A0A2V0PG82,hypothetical protein
Gene11459,179.8283418,244.8221499,174.5464341,128.9081192,175.0903255,103.8338886,118.2661007,49.00406243,85.07200127,BDRX01000137.1,32961,35208,-,1341,Rsub_11459,GO:0003924; GO:0005525,K03531,A0A2V0PNW9,hypothetical protein
Gene11460,10.81223995,13.50138075,10.9095472,11.70807134,11.03116915,12.01512324,12.61739574,9.432596924,12.90746216,BDRX01000137.1,35575,38152,+,1836,Rsub_11460,GO:0008234,-,A0A2V0PGG9,hypothetical protein
Gene11461,27.23293493,26.05948185,23.643839,12.29638298,12.73219722,15.39147162,23.09098768,21.88206722,23.40366729,BDRX01000137.1,38463,40454,+,1095,Rsub_11461,-,-,A0A2V0PN79,hypothetical protein
Gene11462,11.3120277,11.10482635,10.75670613,7.995888167,7.193888524,8.013454823,4.721686556,5.19030856,4.50260308,BDRX01000137.1,41073,42866,+,969,Rsub_11462,-,-,A0A2V0PG80,hypothetical protein
Gene11463,86.71366952,99.30801928,168.1449969,132.2831938,89.62872193,64.29583336,57.06116784,30.35514421,55.81016014,BDRX01000137.1,43483,44771,+,855,Rsub_11463,GO:0016021; GO:0016491,K00326,A0A2V0PH13,hypothetical protein
Gene11464,29.67890125,33.63129045,26.6119123,26.21782294,29.32999843,23.95868387,19.05278355,17.81444543,16.94908445,BDRX01000137.1,45305,48078,+,1092,Rsub_11464,GO:0016021,-,A0A2V0PLX0,hypothetical protein
Gene11465,0.455588992,0.420776906,0.248150999,0.169789749,0.391446427,0.297301432,0.465168851,0.202492776,0.278530298,BDRX01000137.1,48980,54132,+,4452,Rsub_11465,GO:0004672; GO:0005524,-,A0A2V0PGB5,hypothetical protein
Gene11466,67.37058248,62.62831825,48.09522109,39.88682437,48.55536942,37.87352406,56.90088061,47.38618999,55.79750905,BDRX01000137.1,54529,55893,+,777,Rsub_11466,-,-,A0A2V0PIL4,hypothetical protein
Gene11467,6.804323921,8.205910753,11.69066928,6.349193351,7.875008729,3.96842356,6.931136074,3.966490073,5.005751106,BDRX01000137.1,56248,57343,-,945,Rsub_11467,-,-,A0A2V0PLE9,hypothetical protein
Gene11468,5.571325627,5.301571554,7.166888559,6.69914889,4.834657257,3.781674216,4.586781225,3.163150311,3.693563923,BDRX01000137.1,58069,59164,-,945,Rsub_11468,-,-,A0A2V0PG92,hypothetical protein
Gene11469,292.886751,213.8036319,381.97566,373.7369043,401.5509604,394.5882602,275.1216174,251.435173,277.8357175,BDRX01000137.1,60489,65370,-,1614,Rsub_11469,GO:0003824; GO:0009058; GO:0030170,-,A0A2V0PNX6,hypothetical protein
Gene11470,31.78395603,27.46060396,24.75372148,28.16308862,36.05225515,37.97236661,25.53308215,16.60235507,24.12156439,BDRX01000137.1,66441,71478,-,2835,Rsub_11470,GO:0004672; GO:0005524,-,A0A2V0PGH9,hypothetical protein
Gene11471,9.086808418,8.575569445,6.292441557,8.846098348,10.40217398,7.958461627,6.903766392,3.840038443,7.465427081,BDRX01000137.1,71991,73862,+,1458,Rsub_11471,-,-,A0A2V0PN87,hypothetical protein
Gene11472,58.91428156,61.55534194,49.25718299,48.4476665,67.30075286,63.69698963,75.51390301,69.15613658,61.38166478,BDRX01000137.1,74251,76634,-,942,Rsub_11472,-,K13341,A0A2V0PG89,hypothetical protein
Gene11473,47.4147294,38.61977238,63.58863816,51.38726409,35.37009954,44.94028312,58.03479799,53.62584554,67.23340252,BDRX01000137.1,78370,81797,-,2634,Rsub_11473,-,-,A0A2V0PH22,hypothetical protein
Gene11474,41.11871024,39.42076835,48.58172855,51.81019847,40.75593537,43.04508424,28.84540841,29.03165354,30.75750779,BDRX01000137.1,82824,85569,-,1314,Rsub_11474,-,-,A0A2V0PLY0,hypothetical protein
Gene11475,2.7678417,2.321897192,0.824421535,1.152292628,2.042299269,2.032607189,2.305820914,1.457277921,1.037184991,BDRX01000137.1,85954,88160,-,1107,Rsub_11475,GO:0003677; GO:0003906; GO:0004519; GO:0006284,K10773,A0A2V0PGC3,endonuclease
Gene11476,261.2052319,231.1164837,224.9700017,221.4506788,195.2321275,190.3537646,175.0491931,181.7471111,175.9220444,BDRX01000137.1,89280,90419,-,531,Rsub_11476,-,K10666,A0A2V0PIL9,hypothetical protein
Gene11477,6.808158521,5.838239102,6.21297185,4.928763126,6.351979453,4.939591427,3.982796675,2.052425774,3.895381799,BDRX01000137.1,91002,93914,-,2358,Rsub_11477,-,-,A0A2V0PLF7,hypothetical protein
Gene11478,0.081042141,0.20453093,0.293161609,0.554507016,0.06633877,0.082853582,0.3391634,0.066827119,0.539044031,BDRX01000137.1,94677,97569,-,2130,Rsub_11478,-,-,A0A2V0PGA1,hypothetical protein
Gene11479,120.0295114,141.352315,104.8471034,111.9716614,149.7425353,139.7513866,115.828556,97.91310708,108.1496211,BDRX01000137.1,98091,100458,-,1116,Rsub_11479,GO:0004367; GO:0005975; GO:0009331; GO:0046168; GO:0051287,-,A0A2V0PNY5,hypothetical protein
Gene11480,50.36839971,35.18230137,24.22675963,22.54305433,20.8725367,25.46841819,20.50010384,14.47855973,20.48618766,BDRX01000137.1,100876,103079,+,1029,Rsub_11480,GO:0016021,K15103,A0A2V0PGI7,mitochondrial substrate carrier protein family
Gene11481,47.22483711,40.87326141,41.16032988,32.95556917,33.85111038,26.54345859,30.3063179,21.91060215,23.5233556,BDRX01000137.1,103897,105358,-,615,Rsub_11481,GO:0016021,-,A0A2V0PN96,hypothetical protein
Gene11482,5.067793865,5.497272226,11.45654447,17.29867752,2.920163957,5.599415506,1.896940157,0.692155429,1.473937463,BDRX01000137.1,106425,108467,-,1371,Rsub_11482,-,-,A0A2V0PG98,hypothetical protein
Gene11483,0.355184694,0.239040263,0.461226083,1.231325045,0.387658658,0.514425276,0.561550376,0.162713493,0.409496,BDRX01000137.1,109628,112040,-,1458,Rsub_11483,GO:0016042; GO:0016787,-,A0A2V0PH32,patatin
Gene11484,0.222677711,0.179835245,0.148710223,0.048755416,0.145822065,0.091061987,0.198807855,0.244825875,0.284374931,BDRX01000137.1,112843,114449,+,969,Rsub_11484,-,-,A0A2V0PLZ0,hypothetical protein
Gene11485,1.717609564,2.600900775,1.593147663,1.88035812,1.405985877,1.463334412,1.517517172,2.990042583,3.655844888,BDRX01000137.1,115525,116352,-,603,Rsub_11485,-,-,A0A2V0PGD2,hypothetical protein
Gene11486,17.96596525,18.71183176,20.99338222,21.78436106,19.87504553,18.92917237,13.07913854,10.53637763,13.16517834,BDRX01000127.1,266,8625,-,2121,Rsub_11486,GO:0003723,K13100,A0A2V0PN20,pre-mRNA-splicing factor
Gene11487,2.250281975,2.356591017,2.036503888,3.108157748,2.84623067,2.795097089,3.520555765,2.612836149,4.028644861,BDRX01000127.1,8877,12372,+,2052,Rsub_11487,GO:0016021,-,A0A2V0PF90,tRNA-dihydrouridine synthase
Gene11488,6.424360045,4.511594872,3.808473625,3.66943672,3.696400573,3.926495613,3.273091457,2.264877043,2.712490496,BDRX01000127.1,13227,15177,+,1236,Rsub_11488,GO:0003682; GO:0006355; GO:0008270; GO:0043565,-,A0A2V0PMB7,GATA type zinc finger transcription factor family
Gene11489,8.691374784,9.927876122,11.95433994,12.04119883,8.779858336,7.430426017,7.822284324,6.473313605,7.183913339,BDRX01000127.1,16071,18620,+,2001,Rsub_11489,GO:0003682; GO:0006355; GO:0008270; GO:0043565,-,A0A2V0PF74,hypothetical protein
Gene11490,6237.786892,6857.971779,1939.126231,3251.415041,6763.940943,7340.387223,2849.983773,3758.767121,2852.336515,BDRX01000127.1,19052,20105,-,432,Rsub_11490,GO:0009654; GO:0015979; GO:0016021,K03541,A0A2V0PG32,photosystem II 10 kDa protein chloroplastic
Gene11491,5.606003579,5.254144584,14.28020061,20.58086389,4.1200984,7.051945041,1.679553718,0.951427077,1.988682406,BDRX01000127.1,21924,26081,-,3441,Rsub_11491,-,-,A0A2V0PKU4,hypothetical protein
Gene11492,190.1754446,182.7509955,132.063994,101.5033456,130.4098115,276.932812,148.2083729,172.7256208,172.4820833,BDRX01000127.1,27815,29107,-,1293,Rsub_11492,-,-,A0A2V0PF75,hypothetical protein
Gene11493,2.626822453,1.136480556,0.139227252,1.780208612,1.365232663,1.150944327,1.116781516,1.375282744,1.863686144,BDRX01000127.1,30340,31314,-,345,Rsub_11493,GO:0016787,-,A0A2V0PHK7,haloacid dehalogenase
Gene11494,5.371373644,4.122527507,2.334103936,2.577677628,3.212312149,4.287831805,3.7362911,1.213484774,3.01478641,BDRX01000127.1,31963,34245,+,1173,Rsub_11494,-,-,A0A2V0PKH5,hypothetical protein
Gene11495,0.026887813,0,0.149636766,0.029435513,0,0.054977611,0.03000698,0.177372915,0.085844021,BDRX01000127.1,34757,36946,-,1605,Rsub_11495,GO:0016787,-,A0A2V0PF91,hypothetical protein
Gene11496,106.4698527,103.0298431,121.3106358,115.2937464,104.0566385,121.5165713,125.2659997,110.3639306,140.5732401,BDRX01000127.1,37176,38041,+,411,Rsub_11496,GO:0003735; GO:0005840; GO:0006412,-,A0A2V0PN29,mitochondrial ribosomal protein L29
Gene11497,2.03082072,1.822330478,3.327804325,3.149599851,3.140035126,1.730177746,1.322072236,1.178428547,1.200694155,BDRX01000127.1,38340,39755,-,765,Rsub_11497,GO:0003723,-,A0A2V0PFA0,hypothetical protein
Gene11498,5.548492325,6.776791464,7.395619045,5.474304503,2.541933197,1.890837108,4.586781225,4.594099261,4.884252293,BDRX01000127.1,41096,43910,-,630,Rsub_11498,-,-,A0A2V0PMC4,hypothetical protein
Gene11499,0.092211411,0.093087795,0,0.201897426,0.100642151,0,0.102908553,0.202766046,0.098133657,BDRX01000127.1,44285,44837,+,468,Rsub_11499,GO:0016817,-,A0A2V0PF83,hypothetical protein
Gene11500,5.000787074,6.1078378,6.871731337,4.460806656,7.142569171,5.428154216,8.75031869,8.416966493,9.658373473,BDRX01000127.1,47862,50663,-,699,Rsub_11500,-,-,A0A2V0PG42,hypothetical protein
Gene11501,0.020090754,0.020281698,0.044723838,0.109972062,0,0,0.089685666,0,0.042762152,BDRX01000127.1,50912,53059,-,2148,Rsub_11501,-,-,A0A2V0PKV3,hypothetical protein
Gene11502,265.6705854,256.3925899,177.7020479,147.9464504,229.5006615,172.5541956,96.55637271,78.99010446,98.63224625,BDRX01000127.1,53978,61658,+,2676,Rsub_11502,GO:0003824; GO:0071949,K09838,A0A2V0PF84,hypothetical protein
Gene11503,748.2920978,736.930117,660.8139551,683.9415879,787.5923547,790.7076556,621.2185534,677.8751236,591.4254637,BDRX01000127.1,62663,63968,+,474,Rsub_11503,GO:0016787,-,A0A2V0PHL5,adenine nucleotide alpha hydrolase
Gene11504,0,0.017666297,0.019478265,0,0.076399881,0.017891132,0.078120362,0.192405737,0.037247811,BDRX01000127.1,64364,68674,-,2466,Rsub_11504,-,K16474,A0A2V0PKI4,hypothetical protein
Gene11505,0,0,0.075524217,0,0.074057432,0,0.151450323,0,0,BDRX01000127.1,69024,70208,+,636,Rsub_11505,-,-,A0A2V0PFA2,hypothetical protein
Gene11506,1.195059885,1.496851741,1.24394195,0.605692279,0.966164654,0.384631822,0.493961055,0.413642733,0.671234213,BDRX01000127.1,70374,74640,-,3900,Rsub_11506,GO:0036064; GO:0044782,-,A0A2V0PN38,hypothetical protein
Gene11507,0.944075149,1.444309412,1.224125943,0.756500641,0.743580713,0.477613343,0.543089793,0.24611792,0.507532932,BDRX01000127.1,75136,80818,-,4434,Rsub_11507,GO:0036064; GO:0044782,K16484,A0A2V0PFB0,hypothetical protein
Gene11508,31.17788078,30.40085488,45.66653875,38.89071121,28.73814757,28.48587208,36.95848829,24.92699973,29.65257776,BDRX01000127.1,81837,84301,+,1380,Rsub_11508,-,-,A0A2V0PMD4,hypothetical protein
Gene11509,19.2301303,22.02558493,29.77802958,27.18012424,16.9811523,11.81443549,7.892526272,6.352770499,7.206048862,BDRX01000127.1,84887,87246,-,1434,Rsub_11509,-,-,A0A2V0PF94,hypothetical protein
Gene11510,2.358827382,3.20101901,4.088864869,3.894666483,2.827719804,1.502277989,3.236639978,1.913195753,3.045308965,BDRX01000127.1,87596,89728,-,1116,Rsub_11510,GO:0003723; GO:0031124,K14407,A0A2V0PG52,cleavage stimulating factor
Gene11511,4.905074241,5.2556577,3.924403543,3.572807394,3.784579811,2.790364312,2.417273968,1.548469936,2.883976557,BDRX01000127.1,90096,97128,+,4443,Rsub_11511,-,K20305,A0A2V0PKW5,hypothetical protein
Gene11512,7.376016528,6.228625378,6.497835675,7.290386047,5.646721733,4.646042307,7.197846844,5.976547672,7.049883753,BDRX01000127.1,97768,101358,+,2469,Rsub_11512,-,-,A0A2V0PF98,hypothetical protein
Gene11513,0,0,0.053818938,0,0,0,0,0,0,BDRX01000127.1,102579,104774,+,1785,Rsub_11513,-,-,A0A2V0PHM0,hypothetical protein
Gene11514,3.530940639,4.391971926,3.659401325,3.530234022,3.00829915,2.477176842,2.382426441,1.455801803,2.04181913,BDRX01000127.1,108203,115045,+,4791,Rsub_11514,-,-,A0A2V0PKJ3,hypothetical protein
Gene11515,1.458385079,1.472245677,0.811624305,0.580571401,0.506457278,0.338859697,1.405626505,1.166138364,0.917120074,BDRX01000127.1,115545,116366,-,651,Rsub_11515,GO:0016021,-,A0A2V0PFB1,hypothetical protein
Gene11516,7.497798118,9.475657505,4.473001901,5.036872418,6.958912989,5.182847354,3.534040224,2.935203645,3.974558414,BDRX01000127.1,117769,121202,-,3039,Rsub_11516,GO:0003723,-,A0A2V0PN46,hypothetical protein
Gene11517,6.383045833,7.611049669,8.546135841,8.557594451,6.562774379,5.910977026,12.59521275,9.713210762,11.3708825,BDRX01000127.1,122325,124143,+,933,Rsub_11517,GO:0002161; GO:0004812,-,A0A2V0PFG0,prolyl-tRNA synthetase
Gene11518,7.509805788,5.588005567,8.123295934,10.03548972,7.92704946,5.478896195,8.4990358,5.388209476,6.716382927,BDRX01000127.1,124384,126608,-,1224,Rsub_11518,GO:0000724; GO:0003677; GO:0005524; GO:0008094; GO:0033063,K10869,A0A2V0PME3,DNA repair protein RAD51
Gene11519,180.3954261,177.1971721,193.2825898,184.7784815,168.765914,150.5875439,98.25244462,99.09533803,96.58985805,BDRX01000127.1,127094,135001,+,3219,Rsub_11519,GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132; GO:0032051; GO:0071439,K04646,A0A2V0PFA5,clathrin heavy chain-like
Gene11520,18.44683022,15.64976856,32.16046524,29.96197639,17.07466696,15.48626419,22.38813006,20.67163582,25.55879598,BDRX01000138.1,2282,8087,-,2433,Rsub_11520,GO:0005524; GO:0016021; GO:0016301,K00876,A0A2V0PIM9,phosphoribulokinase uridine kinase
Gene11521,7.128839696,7.839145625,10.55601313,9.964442007,7.155389778,6.832670965,14.34891295,17.9851688,18.76350257,BDRX01000138.1,8417,9600,+,678,Rsub_11521,-,-,A0A2V0PLG7,hypothetical protein
Gene11522,30.80557059,31.6463375,50.90332229,50.66101647,46.95241203,37.04375844,68.15264557,64.75505826,72.21155882,BDRX01000138.1,9725,10042,+,318,Rsub_11522,-,-,A0A2V0PGA9,hypothetical protein
Gene11523,15.80731521,18.92715433,32.74186956,29.93889297,25.79062559,22.20848379,34.95745736,37.70901663,33.81707868,BDRX01000138.1,10313,13046,+,1335,Rsub_11523,-,-,A0A2V0PNZ1,hypothetical protein
Gene11524,3.133362002,4.5290438,2.774206389,2.96249491,5.673825846,2.912180364,2.384217964,2.113986594,2.95566915,BDRX01000138.1,13504,15177,+,606,Rsub_11524,-,-,A0A2V0PGJ8,hypothetical protein
Gene11525,365.0588284,453.4641603,541.4609721,484.1984838,391.2483767,317.7913587,186.4373675,115.9118858,175.5414854,BDRX01000138.1,15639,16878,+,675,Rsub_11525,GO:0016021,K13250,A0A2V0PNA2,hypothetical protein
Gene11526,0,0,0,0,0,0,0,0,0,BDRX01000138.1,17416,18640,+,900,Rsub_11526,-,-,A0A2V0PGA6,hypothetical protein
Gene11527,2154.594143,2249.569851,2435.118019,3003.661201,2834.419378,2778.321794,4005.846533,3444.150719,3553.226136,BDRX01000138.1,18978,19415,-,438,Rsub_11527,GO:0003723; GO:0003735; GO:0006412; GO:0015935,K02958,A0A2V0PH40,40S ribosomal protein S15
Gene11528,1.722992046,0.84945854,2.542157768,1.842384314,1.224526233,0.737373803,2.504203677,1.409760584,1.535149351,BDRX01000138.1,20289,21677,+,1077,Rsub_11528,GO:0003676; GO:0008168,-,A0A2V0PLZ7,hypothetical protein
Gene11529,1.863747422,2.212703678,2.205913537,2.126554644,1.274923021,1.15397804,1.113215151,1.16886485,1.718055299,BDRX01000138.1,22177,26570,-,3288,Rsub_11529,-,-,A0A2V0PGE3,hypothetical protein
Gene11530,0.292952544,0.560880112,0.359800764,0.353887624,0.463066978,0.175569301,0.338210694,0.199918208,0.204261348,BDRX01000138.1,27594,36803,-,4272,Rsub_11530,-,-,A0A2V0PIN9,hypothetical protein
Gene11531,1.78917663,1.499130308,1.692719392,0.959766124,0.820158428,0.713375526,3.693956273,3.049056581,2.456270784,BDRX01000138.1,37995,43548,-,2412,Rsub_11531,-,-,A0A2V0PLH2,hypothetical protein
Gene11532,9.061903764,7.740639715,11.77911621,8.324933527,7.608014622,5.377270483,7.779342607,3.553318631,8.09278439,BDRX01000138.1,44300,45693,-,681,Rsub_11532,-,-,A0A2V0PGB9,hypothetical protein
Gene11533,0.083512221,0.084305927,0.046476441,0.045712625,0.045573804,0.042689436,0.116500249,0.114773233,0.111094706,BDRX01000138.1,46712,51776,-,2067,Rsub_11533,-,-,A0A2V0PP02,hypothetical protein
Gene11534,0.141029217,0.047456523,0,0.05146405,0.102615527,0,0.052463184,0.465169163,0.400231385,BDRX01000138.1,52503,53998,-,918,Rsub_11534,-,-,A0A2V0PGK8,hypothetical protein
Gene11535,0,0,0,0,0,0,0,0.240360966,0.139594381,BDRX01000138.1,55194,56389,-,987,Rsub_11535,-,-,A0A2V0PNB2,hypothetical protein
Gene11536,8.357753802,9.410708019,8.229186197,9.413608494,6.402864922,10.92718403,27.35412826,19.52671002,20.95345455,BDRX01000138.1,57528,58776,+,537,Rsub_11536,GO:0009235,-,A0A2V0PGB4,methylmalonic aciduria and homocystinuria type D mitochondrial
Gene11537,22.95547058,21.47718123,15.93631563,18.7651393,20.43223791,15.90914607,15.82868194,10.49456412,16.38190074,BDRX01000138.1,59288,61623,-,1284,Rsub_11537,GO:0003735; GO:0005840; GO:0006412; GO:0019843,-,A0A2V0PH48,ribosomal protein L6
Gene11538,24.19178393,23.91660193,15.1200796,15.14546711,17.55689205,13.96479116,21.66556141,23.02223313,26.01173376,BDRX01000138.1,62112,65220,+,1725,Rsub_11538,GO:0000160; GO:0003677; GO:0003700; GO:0005634,K14491,A0A2V0PM07,hypothetical protein
Gene11539,0.088468512,0.142894918,0.236326701,1.355916295,0.057934227,0.271337838,0.276448069,0.505792793,0.30128119,BDRX01000138.1,65993,69537,+,2439,Rsub_11539,GO:0016829; GO:0042597,-,A0A2V0PGF2,hypothetical protein
Gene11540,1.663569127,1.383018666,4.35677116,2.571101919,2.242882233,2.200974411,2.402599689,2.474573373,3.332538878,BDRX01000138.1,70415,71000,-,441,Rsub_11540,-,-,A0A2V0PLH4,hypothetical protein
Gene11541,8.317845637,5.433287617,6.970833857,5.892108565,4.485764466,5.302347446,6.770962761,7.746490558,8.643772715,BDRX01000138.1,72089,72674,-,441,Rsub_11541,-,-,-,hypothetical protein
Gene11542,29.52866168,33.39377349,16.585373,17.94075865,31.56596493,25.0693265,17.54395435,8.641940196,13.14494123,BDRX01000138.1,73372,81815,+,1422,Rsub_11542,GO:0005524; GO:0005737; GO:0006457; GO:0051082,K09496,A0A2V0PGD0,T-complex 1 subunit delta
Gene11543,0,0,0,0,0,0,0.151808362,0,0,BDRX01000138.1,83002,84270,+,1269,Rsub_11543,GO:0005506; GO:0008610; GO:0016491,K00227,A0A2V0PP12,hypothetical protein
Gene11544,16.88493391,18.74167603,18.15507504,19.24755465,20.93356751,18.89639997,21.26776765,16.44657925,20.71710534,BDRX01000138.1,85033,87827,+,1053,Rsub_11544,GO:0003755,-,A0A2V0PGL8,hypothetical protein
Gene11545,16.60242763,18.76914858,15.18842752,14.40973054,17.62391256,13.60206931,13.80113521,10.78346697,12.82796956,BDRX01000138.1,88683,92752,-,1518,Rsub_11545,GO:0008233,-,A0A2V0PNC2,protease Do-like chloroplastic
Gene11546,10.3891523,4.840565332,4.932723105,4.374444238,2.14093304,1.856882682,3.972893839,3.195101324,3.595260338,BDRX01000138.1,93550,96250,-,1188,Rsub_11546,GO:0008146,-,A0A2V0PGC4,hypothetical protein
Gene11547,44.45584285,46.87350916,48.78522921,45.54595263,47.37357342,38.39038743,24.9042278,21.20685991,15.65496361,BDRX01000138.1,97222,102265,+,1725,Rsub_11547,GO:0003824,K00953,A0A2V0PH58,FAD synthase
Gene11549,0,0.014085059,0,0,0,0,0.062284129,0.046020616,0.089091273,BDRX01000138.1,104115,107807,-,3093,Rsub_11549,-,-,A0A2V0PM17,hypothetical protein
Gene11550,0,0,0.023650124,0,0,0,0,0,0,BDRX01000138.1,108717,112967,-,2031,Rsub_11550,-,-,A0A2V0PGG1,hypothetical protein
Gene11551,0,0,0,0,0,0,0,0,0,BDRX01000138.1,113597,113939,-,222,Rsub_11551,-,-,A0A2V0PIQ9,hypothetical protein
Gene11553,12.11739703,17.81232661,20.19138083,15.28254115,10.05429966,10.0699754,5.061275835,5.765347858,9.351219007,BDRX01000141.1,15,1693,-,609,Rsub_11553,GO:0006812; GO:0016021; GO:0016887,-,A0A2V0PNH4,hypothetical protein
Gene11554,0.89675794,1.02929186,1.052824354,0.981728391,0.549707259,0.46468053,1.192719798,0.87790252,1.47728446,BDRX01000141.1,3171,7860,-,3513,Rsub_11554,GO:0006506; GO:0016021; GO:0051377,K05288,A0A2V0PGI5,hypothetical protein
Gene11555,49.75160278,35.14422285,83.89265781,72.68307349,44.49931436,37.24489136,75.94651221,74.77387866,90.22257437,BDRX01000141.1,8293,10517,+,1014,Rsub_11555,GO:0005737; GO:0006221; GO:0033862,K09903,A0A2V0PHB1,uridylate kinase
Gene11556,79.86327841,62.98113337,68.61067428,54.59306409,60.06770898,50.87363379,36.03171474,38.48499545,36.4577439,BDRX01000141.1,11919,13476,-,810,Rsub_11556,-,-,A0A2V0PM68,hypothetical protein
Gene11557,39.36667183,38.43092693,29.00928636,29.6999592,36.18609686,34.51341346,25.76586903,26.14641354,27.30832269,BDRX01000141.1,14213,27103,+,5787,Rsub_11557,GO:0003676; GO:0004527,K12619,A0A2V0PGL9,exoribonuclease
Gene11558,0.376351224,1.055355814,2.001391752,2.746744056,0.410760409,0.641272275,0.233339161,0.597688286,0.845546974,BDRX01000141.1,28575,30315,+,1032,Rsub_11558,-,-,A0A2V0PIW8,hypothetical protein
Gene11559,33.24918571,35.3951582,36.81259105,34.73522112,34.97437498,29.99889081,22.64490162,17.08872668,19.92639805,BDRX01000141.1,31546,42616,+,3690,Rsub_11559,GO:0003676; GO:0004386; GO:0005524,K12818,A0A2V0PLN5,pre-mRNA-splicing factor ATP-dependent RNA helicase-like
Gene11560,0,0,0,0.024116385,0,0,0.073753756,0,0,BDRX01000141.1,43380,47418,+,1959,Rsub_11560,GO:0016491; GO:0071949,-,A0A2V0PGK2,L-gulonolactone oxidase-like
Gene11561,53.53714333,44.93307384,58.24340055,56.71562051,45.66703259,42.54231252,56.90932474,71.83560199,70.48727238,BDRX01000141.1,50750,53646,-,2070,Rsub_11561,GO:0016301,-,A0A2V0PP70,phosphatidylinositol 4-kinase gamma-like
Gene11562,45.91790904,73.75959002,40.1254639,42.70684554,62.94430169,67.7485911,46.15448608,65.16764703,53.02089675,BDRX01000141.1,55925,59053,+,1968,Rsub_11562,-,-,A0A2V0PGT4,hypothetical protein
Gene11563,498.9199855,502.1479125,586.6627869,699.2354882,661.9533509,694.4425775,794.566872,706.212999,715.7921977,BDRX01000141.1,59855,61827,+,777,Rsub_11563,-,K02936,-,60S ribosomal protein L7a
Gene11564,2.292527477,1.551354563,4.093915177,2.813127713,1.209820889,0.746915612,4.976376478,4.708717626,6.890323242,BDRX01000141.1,62141,66029,+,1713,Rsub_11564,-,K15426,A0A2V0PGJ5,hypothetical protein
Gene11565,12.2190598,12.17017136,18.67207532,19.81921497,13.13551626,11.6356911,12.63319431,6.447614626,10.78578101,BDRX01000141.1,68282,75043,+,2112,Rsub_11565,GO:0003824,-,A0A2V0PHC0,hypothetical protein
Gene11566,0.055114866,0.250374069,0.184036023,0.241348648,0.120307859,0.11269357,0.123017121,0.363580496,0.087981899,BDRX01000141.1,75387,77703,+,1566,Rsub_11566,GO:0009976,-,A0A2V0PM77,hypothetical protein
Gene11567,123.3147207,105.4401405,138.1830479,104.7584298,112.1766172,88.23906504,105.2799241,109.5641919,105.8307489,BDRX01000141.1,78580,79343,-,414,Rsub_11567,GO:0016021,-,A0A2V0PGM8,hypothetical protein
Gene11568,8.357753802,7.463664981,5.068701643,6.158435463,5.613470616,5.586830934,4.065750211,3.445890004,3.848593694,BDRX01000141.1,80009,82773,-,1611,Rsub_11568,GO:0005643; GO:0017056,-,A0A2V0PIX8,hypothetical protein
Gene11569,1.987505744,2.680675478,0.888500076,1.28409507,2.75597647,1.54893036,10.54492173,15.42170112,18.39489281,BDRX01000141.1,83132,89380,-,2649,Rsub_11569,GO:0004672; GO:0005524,-,A0A2V0PLP2,hypothetical protein
Gene11570,16.51720053,11.4293933,18.41781804,18.6740367,11.96359938,10.59237211,17.93058005,17.92892087,18.88837292,BDRX01000141.1,89727,91711,-,1437,Rsub_11570,-,-,A0A2V0PGL2,hypothetical protein
Gene11571,3.419825458,4.383908225,2.65845244,2.971320614,3.317772963,1.997865624,5.633952033,6.744075192,4.159385788,BDRX01000141.1,92001,94132,-,795,Rsub_11571,GO:0005788; GO:0009306,K09586,A0A2V0PP79,hypothetical protein
Gene11572,11.58964554,11.69979437,9.736027998,10.17774624,9.666920366,7.963350848,8.237178074,6.457523015,8.239370395,BDRX01000141.1,94552,101833,+,2748,Rsub_11572,GO:0004484; GO:0004725; GO:0006370,K13917,A0A2V0PGU8,mRNA-capping enzyme
Gene11573,0.153031703,0.205981503,0.170331213,0.335063814,0.111348763,0.156452243,0,0.112168451,0.108573408,BDRX01000141.1,102211,103056,-,846,Rsub_11573,-,-,A0A2V0PNJ4,hypothetical protein
Gene11574,0,0.089090159,0,0.032204497,0,0.060149329,0.032829722,0.097029151,0.031306443,BDRX01000141.1,103178,104644,-,1467,Rsub_11574,-,-,A0A2V0PGK5,hypothetical protein
Gene11575,1.52148828,1.489404717,1.180307956,1.362807628,1.358669045,0.612771285,1.080539808,0.557606625,0.588801941,BDRX01000141.1,105184,106119,+,936,Rsub_11575,GO:0005506; GO:0008610; GO:0016021; GO:0016491,K19706,A0A2V0PHC9,hypothetical protein
Gene11576,7.314396662,10.3374785,6.965295588,5.694191821,7.628333922,5.151433176,7.528022294,7.863198513,11.1572978,BDRX01000141.1,108683,109213,+,531,Rsub_11576,-,-,A0A2V0PM87,hypothetical protein
Gene11577,4.034408212,3.254862895,7.803127382,7.439572062,6.334208789,6.491149612,6.753639942,4.144817649,7.05614832,BDRX01000136.1,649,5050,-,2610,Rsub_11577,-,K14552,A0A2V0PIF7,hypothetical protein
